wandb: [wandb.login()] Loaded credentials for https://api.wandb.ai from WANDB_API_KEY.
wandb: Currently logged in as: fredella-pang (fredella-pang-university-of-calgary-in-alberta) to https://api.wandb.ai. Use `wandb login --relogin` to force relogin
wandb: WARNING Ignoring project 'continual_CIFAR10_RESNET18' when running a sweep.
wandb: setting up run 9oqhpd7k
wandb: Tracking run with wandb version 0.27.2
wandb: Run data is saved locally in /scratch/freddyp/wandb_agents/wandb/run-20260710_201931-9oqhpd7k
wandb: Run `wandb offline` to turn off syncing.
wandb: Syncing run RESNET18_CIFAR10_dst_sparsity_0.95_pruning_ratio_0.3_delta_t_1
wandb: ⭐️ View project at https://wandb.ai/fredella-pang-university-of-calgary-in-alberta/DST%20Continual%20Learning
wandb: 🧹 View sweep at https://wandb.ai/fredella-pang-university-of-calgary-in-alberta/DST%20Continual%20Learning/sweeps/fwmccalv
wandb: 🚀 View run at https://wandb.ai/fredella-pang-university-of-calgary-in-alberta/DST%20Continual%20Learning/runs/9oqhpd7k
------------------------------
optimizer: adam
lr: 0.001
clip_grad_norm: 0.5
task: CIFAR10
model: RESNET18
benchmark: continual
warm_start_subset_ratio: 10
log_every: 1
seed: 8
batch_size: 256
disable_wandb: False
wandb_project: 
sparsifier: set
sparsity: 0.95
num_mask_updates: 100000
t_end_ratio: 0.8
pruning_ratio: 0.3
t_accel_ratio: 0.2
initial_sparsity: 0.0
------------------------------
Using device: cuda
[Sparsifier] set | sparsity=0.95 | total_steps=108000 | t_end=86400 

  0%|          | 0/100 [00:00<?, ?it/s]
Iter 4 | Epoch 75:  75%|███████▌  | 75/100 [15:48<05:11, 12.47s/it, acc=0.994, lr=0.001, test_acc=0.692]
Iter 4 | Epoch 75:  76%|███████▌  | 76/100 [15:48<04:59, 12.47s/it, acc=0.994, lr=0.001, test_acc=0.692]
Iter 4 | Epoch 76:  76%|███████▌  | 76/100 [15:48<04:59, 12.47s/it, acc=0.994, lr=0.001, test_acc=0.692]
Iter 4 | Epoch 76:  76%|███████▌  | 76/100 [16:01<04:59, 12.47s/it, acc=0.994, lr=0.001, test_acc=0.687]
Iter 4 | Epoch 76:  77%|███████▋  | 77/100 [16:01<04:47, 12.48s/it, acc=0.994, lr=0.001, test_acc=0.687]
Iter 4 | Epoch 77:  77%|███████▋  | 77/100 [16:01<04:47, 12.48s/it, acc=0.994, lr=0.001, test_acc=0.687]
Iter 4 | Epoch 77:  77%|███████▋  | 77/100 [16:13<04:47, 12.48s/it, acc=0.994, lr=0.001, test_acc=0.69] 
Iter 4 | Epoch 77:  78%|███████▊  | 78/100 [16:13<04:34, 12.47s/it, acc=0.994, lr=0.001, test_acc=0.69]
Iter 4 | Epoch 78:  78%|███████▊  | 78/100 [16:13<04:34, 12.47s/it, acc=0.994, lr=0.001, test_acc=0.69]
Iter 4 | Epoch 78:  78%|███████▊  | 78/100 [16:26<04:34, 12.47s/it, acc=0.995, lr=0.001, test_acc=0.685]
Iter 4 | Epoch 78:  79%|███████▉  | 79/100 [16:26<04:21, 12.47s/it, acc=0.995, lr=0.001, test_acc=0.685]
Iter 4 | Epoch 79:  79%|███████▉  | 79/100 [16:26<04:21, 12.47s/it, acc=0.995, lr=0.001, test_acc=0.685]
Iter 4 | Epoch 79:  79%|███████▉  | 79/100 [16:38<04:21, 12.47s/it, acc=0.995, lr=0.001, test_acc=0.687]
Iter 4 | Epoch 79:  80%|████████  | 80/100 [16:38<04:09, 12.46s/it, acc=0.995, lr=0.001, test_acc=0.687]
Iter 4 | Epoch 80:  80%|████████  | 80/100 [16:38<04:09, 12.46s/it, acc=0.995, lr=0.001, test_acc=0.687]
Iter 4 | Epoch 80:  80%|████████  | 80/100 [16:50<04:09, 12.46s/it, acc=0.995, lr=0.001, test_acc=0.683]
Iter 4 | Epoch 80:  81%|████████  | 81/100 [16:50<03:56, 12.46s/it, acc=0.995, lr=0.001, test_acc=0.683]
Iter 4 | Epoch 81:  81%|████████  | 81/100 [16:50<03:56, 12.46s/it, acc=0.995, lr=0.001, test_acc=0.683]
Iter 4 | Epoch 81:  81%|████████  | 81/100 [17:03<03:56, 12.46s/it, acc=0.994, lr=0.001, test_acc=0.69] 
Iter 4 | Epoch 81:  82%|████████▏ | 82/100 [17:03<03:44, 12.47s/it, acc=0.994, lr=0.001, test_acc=0.69]
Iter 4 | Epoch 82:  82%|████████▏ | 82/100 [17:03<03:44, 12.47s/it, acc=0.994, lr=0.001, test_acc=0.69]
Iter 4 | Epoch 82:  82%|████████▏ | 82/100 [17:15<03:44, 12.47s/it, acc=0.994, lr=0.001, test_acc=0.688]
Iter 4 | Epoch 82:  83%|████████▎ | 83/100 [17:15<03:32, 12.47s/it, acc=0.994, lr=0.001, test_acc=0.688]
Iter 4 | Epoch 83:  83%|████████▎ | 83/100 [17:15<03:32, 12.47s/it, acc=0.994, lr=0.001, test_acc=0.688]
Iter 4 | Epoch 83:  83%|████████▎ | 83/100 [17:28<03:32, 12.47s/it, acc=0.994, lr=0.001, test_acc=0.691]
Iter 4 | Epoch 83:  84%|████████▍ | 84/100 [17:28<03:19, 12.48s/it, acc=0.994, lr=0.001, test_acc=0.691]
Iter 4 | Epoch 84:  84%|████████▍ | 84/100 [17:28<03:19, 12.48s/it, acc=0.994, lr=0.001, test_acc=0.691]
Iter 4 | Epoch 84:  84%|████████▍ | 84/100 [17:40<03:19, 12.48s/it, acc=0.994, lr=0.001, test_acc=0.696]
Iter 4 | Epoch 84:  85%|████████▌ | 85/100 [17:40<03:07, 12.48s/it, acc=0.994, lr=0.001, test_acc=0.696]
Iter 4 | Epoch 85:  85%|████████▌ | 85/100 [17:40<03:07, 12.48s/it, acc=0.994, lr=0.001, test_acc=0.696]
Iter 4 | Epoch 85:  85%|████████▌ | 85/100 [17:53<03:07, 12.48s/it, acc=0.994, lr=0.001, test_acc=0.697]
Iter 4 | Epoch 85:  86%|████████▌ | 86/100 [17:53<02:54, 12.48s/it, acc=0.994, lr=0.001, test_acc=0.697]
Iter 4 | Epoch 86:  86%|████████▌ | 86/100 [17:53<02:54, 12.48s/it, acc=0.994, lr=0.001, test_acc=0.697]
Iter 4 | Epoch 86:  86%|████████▌ | 86/100 [18:05<02:54, 12.48s/it, acc=0.994, lr=0.001, test_acc=0.686]
Iter 4 | Epoch 86:  87%|████████▋ | 87/100 [18:05<02:42, 12.48s/it, acc=0.994, lr=0.001, test_acc=0.686]
Iter 4 | Epoch 87:  87%|████████▋ | 87/100 [18:05<02:42, 12.48s/it, acc=0.994, lr=0.001, test_acc=0.686]
Iter 4 | Epoch 87:  87%|████████▋ | 87/100 [18:18<02:42, 12.48s/it, acc=0.993, lr=0.001, test_acc=0.697]
Iter 4 | Epoch 87:  88%|████████▊ | 88/100 [18:18<02:29, 12.47s/it, acc=0.993, lr=0.001, test_acc=0.697]
Iter 4 | Epoch 88:  88%|████████▊ | 88/100 [18:18<02:29, 12.47s/it, acc=0.993, lr=0.001, test_acc=0.697]
Iter 4 | Epoch 88:  88%|████████▊ | 88/100 [18:30<02:29, 12.47s/it, acc=0.993, lr=0.001, test_acc=0.684]
Iter 4 | Epoch 88:  89%|████████▉ | 89/100 [18:30<02:17, 12.46s/it, acc=0.993, lr=0.001, test_acc=0.684]
Iter 4 | Epoch 89:  89%|████████▉ | 89/100 [18:30<02:17, 12.46s/it, acc=0.993, lr=0.001, test_acc=0.684]
Iter 4 | Epoch 89:  89%|████████▉ | 89/100 [18:43<02:17, 12.46s/it, acc=0.994, lr=0.001, test_acc=0.684]
Iter 4 | Epoch 89:  90%|█████████ | 90/100 [18:43<02:04, 12.46s/it, acc=0.994, lr=0.001, test_acc=0.684]
Iter 4 | Epoch 90:  90%|█████████ | 90/100 [18:43<02:04, 12.46s/it, acc=0.994, lr=0.001, test_acc=0.684]
Iter 4 | Epoch 90:  90%|█████████ | 90/100 [18:55<02:04, 12.46s/it, acc=0.993, lr=0.001, test_acc=0.694]
Iter 4 | Epoch 90:  91%|█████████ | 91/100 [18:55<01:52, 12.45s/it, acc=0.993, lr=0.001, test_acc=0.694]
Iter 4 | Epoch 91:  91%|█████████ | 91/100 [18:55<01:52, 12.45s/it, acc=0.993, lr=0.001, test_acc=0.694]
Iter 4 | Epoch 91:  91%|█████████ | 91/100 [19:08<01:52, 12.45s/it, acc=0.994, lr=0.001, test_acc=0.677]
Iter 4 | Epoch 91:  92%|█████████▏| 92/100 [19:08<01:39, 12.45s/it, acc=0.994, lr=0.001, test_acc=0.677]
Iter 4 | Epoch 92:  92%|█████████▏| 92/100 [19:08<01:39, 12.45s/it, acc=0.994, lr=0.001, test_acc=0.677]
Iter 4 | Epoch 92:  92%|█████████▏| 92/100 [19:20<01:39, 12.45s/it, acc=0.995, lr=0.001, test_acc=0.69] 
Iter 4 | Epoch 92:  93%|█████████▎| 93/100 [19:20<01:27, 12.44s/it, acc=0.995, lr=0.001, test_acc=0.69]
Iter 4 | Epoch 93:  93%|█████████▎| 93/100 [19:20<01:27, 12.44s/it, acc=0.995, lr=0.001, test_acc=0.69]
Iter 4 | Epoch 93:  93%|█████████▎| 93/100 [19:33<01:27, 12.44s/it, acc=0.995, lr=0.001, test_acc=0.691]
Iter 4 | Epoch 93:  94%|█████████▍| 94/100 [19:33<01:14, 12.45s/it, acc=0.995, lr=0.001, test_acc=0.691]
Iter 4 | Epoch 94:  94%|█████████▍| 94/100 [19:33<01:14, 12.45s/it, acc=0.995, lr=0.001, test_acc=0.691]
Iter 4 | Epoch 94:  94%|█████████▍| 94/100 [19:45<01:14, 12.45s/it, acc=0.995, lr=0.001, test_acc=0.7]  
Iter 4 | Epoch 94:  95%|█████████▌| 95/100 [19:45<01:02, 12.44s/it, acc=0.995, lr=0.001, test_acc=0.7]
Iter 4 | Epoch 95:  95%|█████████▌| 95/100 [19:45<01:02, 12.44s/it, acc=0.995, lr=0.001, test_acc=0.7]
Iter 4 | Epoch 95:  95%|█████████▌| 95/100 [19:57<01:02, 12.44s/it, acc=0.993, lr=0.001, test_acc=0.686]
Iter 4 | Epoch 95:  96%|█████████▌| 96/100 [19:57<00:49, 12.45s/it, acc=0.993, lr=0.001, test_acc=0.686]
Iter 4 | Epoch 96:  96%|█████████▌| 96/100 [19:57<00:49, 12.45s/it, acc=0.993, lr=0.001, test_acc=0.686]
Iter 4 | Epoch 96:  96%|█████████▌| 96/100 [20:10<00:49, 12.45s/it, acc=0.994, lr=0.001, test_acc=0.644]
Iter 4 | Epoch 96:  97%|█████████▋| 97/100 [20:10<00:37, 12.44s/it, acc=0.994, lr=0.001, test_acc=0.644]
Iter 4 | Epoch 97:  97%|█████████▋| 97/100 [20:10<00:37, 12.44s/it, acc=0.994, lr=0.001, test_acc=0.644]
Iter 4 | Epoch 97:  97%|█████████▋| 97/100 [20:22<00:37, 12.44s/it, acc=0.994, lr=0.001, test_acc=0.687]
Iter 4 | Epoch 97:  98%|█████████▊| 98/100 [20:22<00:24, 12.44s/it, acc=0.994, lr=0.001, test_acc=0.687]
Iter 4 | Epoch 98:  98%|█████████▊| 98/100 [20:22<00:24, 12.44s/it, acc=0.994, lr=0.001, test_acc=0.687]
Iter 4 | Epoch 98:  98%|█████████▊| 98/100 [20:35<00:24, 12.44s/it, acc=0.994, lr=0.001, test_acc=0.675]
Iter 4 | Epoch 98:  99%|█████████▉| 99/100 [20:35<00:12, 12.44s/it, acc=0.994, lr=0.001, test_acc=0.675]
Iter 4 | Epoch 99:  99%|█████████▉| 99/100 [20:35<00:12, 12.44s/it, acc=0.994, lr=0.001, test_acc=0.675]
Iter 4 | Epoch 99:  99%|█████████▉| 99/100 [20:47<00:12, 12.44s/it, acc=0.994, lr=0.001, test_acc=0.685]
Iter 4 | Epoch 99: 100%|██████████| 100/100 [20:47<00:00, 12.42s/it, acc=0.994, lr=0.001, test_acc=0.685]
Iter 4 | Epoch 99: 100%|██████████| 100/100 [20:47<00:00, 12.48s/it, acc=0.994, lr=0.001, test_acc=0.685]

  0%|          | 0/100 [00:00<?, ?it/s]
Iter 5 | Epoch 0:   0%|          | 0/100 [00:00<?, ?it/s]
Iter 5 | Epoch 0:   0%|          | 0/100 [00:14<?, ?it/s, acc=0.947, lr=0.0001, test_acc=0.682]
Iter 5 | Epoch 0:   1%|          | 1/100 [00:14<24:14, 14.69s/it, acc=0.947, lr=0.0001, test_acc=0.682]
Iter 5 | Epoch 1:   1%|          | 1/100 [00:14<24:14, 14.69s/it, acc=0.947, lr=0.0001, test_acc=0.682]
Iter 5 | Epoch 1:   1%|          | 1/100 [00:29<24:14, 14.69s/it, acc=0.949, lr=0.0002, test_acc=0.702]
Iter 5 | Epoch 1:   2%|▏         | 2/100 [00:29<23:55, 14.65s/it, acc=0.949, lr=0.0002, test_acc=0.702]
Iter 5 | Epoch 2:   2%|▏         | 2/100 [00:29<23:55, 14.65s/it, acc=0.949, lr=0.0002, test_acc=0.702]
Iter 5 | Epoch 2:   2%|▏         | 2/100 [00:43<23:55, 14.65s/it, acc=0.952, lr=0.0003, test_acc=0.678]
Iter 5 | Epoch 2:   3%|▎         | 3/100 [00:43<23:39, 14.64s/it, acc=0.952, lr=0.0003, test_acc=0.678]
Iter 5 | Epoch 3:   3%|▎         | 3/100 [00:43<23:39, 14.64s/it, acc=0.952, lr=0.0003, test_acc=0.678]
Iter 5 | Epoch 3:   3%|▎         | 3/100 [00:58<23:39, 14.64s/it, acc=0.946, lr=0.0004, test_acc=0.679]
Iter 5 | Epoch 3:   4%|▍         | 4/100 [00:58<23:26, 14.65s/it, acc=0.946, lr=0.0004, test_acc=0.679]
Iter 5 | Epoch 4:   4%|▍         | 4/100 [00:58<23:26, 14.65s/it, acc=0.946, lr=0.0004, test_acc=0.679]
Iter 5 | Epoch 4:   4%|▍         | 4/100 [01:13<23:26, 14.65s/it, acc=0.959, lr=0.0005, test_acc=0.694]
Iter 5 | Epoch 4:   5%|▌         | 5/100 [01:13<23:12, 14.65s/it, acc=0.959, lr=0.0005, test_acc=0.694]
Iter 5 | Epoch 5:   5%|▌         | 5/100 [01:13<23:12, 14.65s/it, acc=0.959, lr=0.0005, test_acc=0.694]
Iter 5 | Epoch 5:   5%|▌         | 5/100 [01:27<23:12, 14.65s/it, acc=0.968, lr=0.0006, test_acc=0.695]
Iter 5 | Epoch 5:   6%|▌         | 6/100 [01:27<22:57, 14.65s/it, acc=0.968, lr=0.0006, test_acc=0.695]
Iter 5 | Epoch 6:   6%|▌         | 6/100 [01:27<22:57, 14.65s/it, acc=0.968, lr=0.0006, test_acc=0.695]
Iter 5 | Epoch 6:   6%|▌         | 6/100 [01:42<22:57, 14.65s/it, acc=0.978, lr=0.0007, test_acc=0.703]
Iter 5 | Epoch 6:   7%|▋         | 7/100 [01:42<22:42, 14.65s/it, acc=0.978, lr=0.0007, test_acc=0.703]
Iter 5 | Epoch 7:   7%|▋         | 7/100 [01:42<22:42, 14.65s/it, acc=0.978, lr=0.0007, test_acc=0.703]
Iter 5 | Epoch 7:   7%|▋         | 7/100 [01:57<22:42, 14.65s/it, acc=0.983, lr=0.0008, test_acc=0.69] 
Iter 5 | Epoch 7:   8%|▊         | 8/100 [01:57<22:27, 14.65s/it, acc=0.983, lr=0.0008, test_acc=0.69]
Iter 5 | Epoch 8:   8%|▊         | 8/100 [01:57<22:27, 14.65s/it, acc=0.983, lr=0.0008, test_acc=0.69]
Iter 5 | Epoch 8:   8%|▊         | 8/100 [02:11<22:27, 14.65s/it, acc=0.986, lr=0.0009, test_acc=0.7] 
Iter 5 | Epoch 8:   9%|▉         | 9/100 [02:11<22:12, 14.64s/it, acc=0.986, lr=0.0009, test_acc=0.7]
Iter 5 | Epoch 9:   9%|▉         | 9/100 [02:11<22:12, 14.64s/it, acc=0.986, lr=0.0009, test_acc=0.7]
Iter 5 | Epoch 9:   9%|▉         | 9/100 [02:26<22:12, 14.64s/it, acc=0.988, lr=0.001, test_acc=0.698]
Iter 5 | Epoch 9:  10%|█         | 10/100 [02:26<21:57, 14.64s/it, acc=0.988, lr=0.001, test_acc=0.698]
Iter 5 | Epoch 10:  10%|█         | 10/100 [02:26<21:57, 14.64s/it, acc=0.988, lr=0.001, test_acc=0.698]
Iter 5 | Epoch 10:  10%|█         | 10/100 [02:41<21:57, 14.64s/it, acc=0.99, lr=0.001, test_acc=0.69]  
Iter 5 | Epoch 10:  11%|█         | 11/100 [02:41<21:42, 14.64s/it, acc=0.99, lr=0.001, test_acc=0.69]
Iter 5 | Epoch 11:  11%|█         | 11/100 [02:41<21:42, 14.64s/it, acc=0.99, lr=0.001, test_acc=0.69]
Iter 5 | Epoch 11:  11%|█         | 11/100 [02:55<21:42, 14.64s/it, acc=0.991, lr=0.001, test_acc=0.696]
Iter 5 | Epoch 11:  12%|█▏        | 12/100 [02:55<21:28, 14.64s/it, acc=0.991, lr=0.001, test_acc=0.696]
Iter 5 | Epoch 12:  12%|█▏        | 12/100 [02:55<21:28, 14.64s/it, acc=0.991, lr=0.001, test_acc=0.696]
Iter 5 | Epoch 12:  12%|█▏        | 12/100 [03:10<21:28, 14.64s/it, acc=0.991, lr=0.001, test_acc=0.696]
Iter 5 | Epoch 12:  13%|█▎        | 13/100 [03:10<21:12, 14.63s/it, acc=0.991, lr=0.001, test_acc=0.696]
Iter 5 | Epoch 13:  13%|█▎        | 13/100 [03:10<21:12, 14.63s/it, acc=0.991, lr=0.001, test_acc=0.696]
Iter 5 | Epoch 13:  13%|█▎        | 13/100 [03:24<21:12, 14.63s/it, acc=0.991, lr=0.001, test_acc=0.704]
Iter 5 | Epoch 13:  14%|█▍        | 14/100 [03:24<20:57, 14.63s/it, acc=0.991, lr=0.001, test_acc=0.704]
Iter 5 | Epoch 14:  14%|█▍        | 14/100 [03:24<20:57, 14.63s/it, acc=0.991, lr=0.001, test_acc=0.704]
Iter 5 | Epoch 14:  14%|█▍        | 14/100 [03:39<20:57, 14.63s/it, acc=0.992, lr=0.001, test_acc=0.709]
Iter 5 | Epoch 14:  15%|█▌        | 15/100 [03:39<20:43, 14.63s/it, acc=0.992, lr=0.001, test_acc=0.709]
Iter 5 | Epoch 15:  15%|█▌        | 15/100 [03:39<20:43, 14.63s/it, acc=0.992, lr=0.001, test_acc=0.709]
Iter 5 | Epoch 15:  15%|█▌        | 15/100 [03:54<20:43, 14.63s/it, acc=0.992, lr=0.001, test_acc=0.709]
Iter 5 | Epoch 15:  16%|█▌        | 16/100 [03:54<20:28, 14.62s/it, acc=0.992, lr=0.001, test_acc=0.709]
Iter 5 | Epoch 16:  16%|█▌        | 16/100 [03:54<20:28, 14.62s/it, acc=0.992, lr=0.001, test_acc=0.709]
Iter 5 | Epoch 16:  16%|█▌        | 16/100 [04:08<20:28, 14.62s/it, acc=0.993, lr=0.001, test_acc=0.704]
Iter 5 | Epoch 16:  17%|█▋        | 17/100 [04:08<20:13, 14.63s/it, acc=0.993, lr=0.001, test_acc=0.704]
Iter 5 | Epoch 17:  17%|█▋        | 17/100 [04:08<20:13, 14.63s/it, acc=0.993, lr=0.001, test_acc=0.704]
Iter 5 | Epoch 17:  17%|█▋        | 17/100 [04:23<20:13, 14.63s/it, acc=0.993, lr=0.001, test_acc=0.681]
Iter 5 | Epoch 17:  18%|█▊        | 18/100 [04:23<19:59, 14.63s/it, acc=0.993, lr=0.001, test_acc=0.681]
Iter 5 | Epoch 18:  18%|█▊        | 18/100 [04:23<19:59, 14.63s/it, acc=0.993, lr=0.001, test_acc=0.681]
Iter 5 | Epoch 18:  18%|█▊        | 18/100 [04:38<19:59, 14.63s/it, acc=0.992, lr=0.001, test_acc=0.681]
Iter 5 | Epoch 18:  19%|█▉        | 19/100 [04:38<19:45, 14.63s/it, acc=0.992, lr=0.001, test_acc=0.681]
Iter 5 | Epoch 19:  19%|█▉        | 19/100 [04:38<19:45, 14.63s/it, acc=0.992, lr=0.001, test_acc=0.681]
Iter 5 | Epoch 19:  19%|█▉        | 19/100 [04:52<19:45, 14.63s/it, acc=0.992, lr=0.001, test_acc=0.71] 
Iter 5 | Epoch 19:  20%|██        | 20/100 [04:52<19:31, 14.64s/it, acc=0.992, lr=0.001, test_acc=0.71]
Iter 5 | Epoch 20:  20%|██        | 20/100 [04:52<19:31, 14.64s/it, acc=0.992, lr=0.001, test_acc=0.71]
Iter 5 | Epoch 20:  20%|██        | 20/100 [05:07<19:31, 14.64s/it, acc=0.992, lr=0.001, test_acc=0.693]
Iter 5 | Epoch 20:  21%|██        | 21/100 [05:07<19:16, 14.64s/it, acc=0.992, lr=0.001, test_acc=0.693]
Iter 5 | Epoch 21:  21%|██        | 21/100 [05:07<19:16, 14.64s/it, acc=0.992, lr=0.001, test_acc=0.693]
Iter 5 | Epoch 21:  21%|██        | 21/100 [05:22<19:16, 14.64s/it, acc=0.992, lr=0.001, test_acc=0.694]
Iter 5 | Epoch 21:  22%|██▏       | 22/100 [05:22<19:01, 14.63s/it, acc=0.992, lr=0.001, test_acc=0.694]
Iter 5 | Epoch 22:  22%|██▏       | 22/100 [05:22<19:01, 14.63s/it, acc=0.992, lr=0.001, test_acc=0.694]
Iter 5 | Epoch 22:  22%|██▏       | 22/100 [05:36<19:01, 14.63s/it, acc=0.993, lr=0.001, test_acc=0.702]
Iter 5 | Epoch 22:  23%|██▎       | 23/100 [05:36<18:46, 14.63s/it, acc=0.993, lr=0.001, test_acc=0.702]
Iter 5 | Epoch 23:  23%|██▎       | 23/100 [05:36<18:46, 14.63s/it, acc=0.993, lr=0.001, test_acc=0.702]
Iter 5 | Epoch 23:  23%|██▎       | 23/100 [05:51<18:46, 14.63s/it, acc=0.993, lr=0.001, test_acc=0.708]
Iter 5 | Epoch 23:  24%|██▍       | 24/100 [05:51<18:31, 14.62s/it, acc=0.993, lr=0.001, test_acc=0.708]
Iter 5 | Epoch 24:  24%|██▍       | 24/100 [05:51<18:31, 14.62s/it, acc=0.993, lr=0.001, test_acc=0.708]
Iter 5 | Epoch 24:  24%|██▍       | 24/100 [06:05<18:31, 14.62s/it, acc=0.994, lr=0.001, test_acc=0.684]
Iter 5 | Epoch 24:  25%|██▌       | 25/100 [06:05<18:15, 14.61s/it, acc=0.994, lr=0.001, test_acc=0.684]
Iter 5 | Epoch 25:  25%|██▌       | 25/100 [06:05<18:15, 14.61s/it, acc=0.994, lr=0.001, test_acc=0.684]
Iter 5 | Epoch 25:  25%|██▌       | 25/100 [06:20<18:15, 14.61s/it, acc=0.993, lr=0.001, test_acc=0.692]
Iter 5 | Epoch 25:  26%|██▌       | 26/100 [06:20<18:01, 14.61s/it, acc=0.993, lr=0.001, test_acc=0.692]
Iter 5 | Epoch 26:  26%|██▌       | 26/100 [06:20<18:01, 14.61s/it, acc=0.993, lr=0.001, test_acc=0.692]
Iter 5 | Epoch 26:  26%|██▌       | 26/100 [06:35<18:01, 14.61s/it, acc=0.993, lr=0.001, test_acc=0.69] 
Iter 5 | Epoch 26:  27%|██▋       | 27/100 [06:35<17:46, 14.61s/it, acc=0.993, lr=0.001, test_acc=0.69]
Iter 5 | Epoch 27:  27%|██▋       | 27/100 [06:35<17:46, 14.61s/it, acc=0.993, lr=0.001, test_acc=0.69]
Iter 5 | Epoch 27:  27%|██▋       | 27/100 [06:49<17:46, 14.61s/it, acc=0.995, lr=0.001, test_acc=0.708]
Iter 5 | Epoch 27:  28%|██▊       | 28/100 [06:49<17:32, 14.62s/it, acc=0.995, lr=0.001, test_acc=0.708]
Iter 5 | Epoch 28:  28%|██▊       | 28/100 [06:49<17:32, 14.62s/it, acc=0.995, lr=0.001, test_acc=0.708]
Iter 5 | Epoch 28:  28%|██▊       | 28/100 [07:04<17:32, 14.62s/it, acc=0.994, lr=0.001, test_acc=0.706]
Iter 5 | Epoch 28:  29%|██▉       | 29/100 [07:04<17:17, 14.62s/it, acc=0.994, lr=0.001, test_acc=0.706]
Iter 5 | Epoch 29:  29%|██▉       | 29/100 [07:04<17:17, 14.62s/it, acc=0.994, lr=0.001, test_acc=0.706]
Iter 5 | Epoch 29:  29%|██▉       | 29/100 [07:18<17:17, 14.62s/it, acc=0.994, lr=0.001, test_acc=0.706]
Iter 5 | Epoch 29:  30%|███       | 30/100 [07:18<17:02, 14.61s/it, acc=0.994, lr=0.001, test_acc=0.706]
Iter 5 | Epoch 30:  30%|███       | 30/100 [07:18<17:02, 14.61s/it, acc=0.994, lr=0.001, test_acc=0.706]
Iter 5 | Epoch 30:  30%|███       | 30/100 [07:33<17:02, 14.61s/it, acc=0.992, lr=0.001, test_acc=0.698]
Iter 5 | Epoch 30:  31%|███       | 31/100 [07:33<16:47, 14.61s/it, acc=0.992, lr=0.001, test_acc=0.698]
Iter 5 | Epoch 31:  31%|███       | 31/100 [07:33<16:47, 14.61s/it, acc=0.992, lr=0.001, test_acc=0.698]
Iter 5 | Epoch 31:  31%|███       | 31/100 [07:48<16:47, 14.61s/it, acc=0.993, lr=0.001, test_acc=0.695]
Iter 5 | Epoch 31:  32%|███▏      | 32/100 [07:48<16:33, 14.61s/it, acc=0.993, lr=0.001, test_acc=0.695]
Iter 5 | Epoch 32:  32%|███▏      | 32/100 [07:48<16:33, 14.61s/it, acc=0.993, lr=0.001, test_acc=0.695]
Iter 5 | Epoch 32:  32%|███▏      | 32/100 [08:02<16:33, 14.61s/it, acc=0.993, lr=0.001, test_acc=0.701]
Iter 5 | Epoch 32:  33%|███▎      | 33/100 [08:02<16:18, 14.61s/it, acc=0.993, lr=0.001, test_acc=0.701]
Iter 5 | Epoch 33:  33%|███▎      | 33/100 [08:02<16:18, 14.61s/it, acc=0.993, lr=0.001, test_acc=0.701]
Iter 5 | Epoch 33:  33%|███▎      | 33/100 [08:17<16:18, 14.61s/it, acc=0.992, lr=0.001, test_acc=0.708]
Iter 5 | Epoch 33:  34%|███▍      | 34/100 [08:17<16:04, 14.61s/it, acc=0.992, lr=0.001, test_acc=0.708]
Iter 5 | Epoch 34:  34%|███▍      | 34/100 [08:17<16:04, 14.61s/it, acc=0.992, lr=0.001, test_acc=0.708]
Iter 5 | Epoch 34:  34%|███▍      | 34/100 [08:31<16:04, 14.61s/it, acc=0.994, lr=0.001, test_acc=0.705]
Iter 5 | Epoch 34:  35%|███▌      | 35/100 [08:31<15:49, 14.61s/it, acc=0.994, lr=0.001, test_acc=0.705]
Iter 5 | Epoch 35:  35%|███▌      | 35/100 [08:31<15:49, 14.61s/it, acc=0.994, lr=0.001, test_acc=0.705]
Iter 5 | Epoch 35:  35%|███▌      | 35/100 [08:46<15:49, 14.61s/it, acc=0.993, lr=0.001, test_acc=0.708]
Iter 5 | Epoch 35:  36%|███▌      | 36/100 [08:46<15:35, 14.62s/it, acc=0.993, lr=0.001, test_acc=0.708]
Iter 5 | Epoch 36:  36%|███▌      | 36/100 [08:46<15:35, 14.62s/it, acc=0.993, lr=0.001, test_acc=0.708]
Iter 5 | Epoch 36:  36%|███▌      | 36/100 [09:01<15:35, 14.62s/it, acc=0.993, lr=0.001, test_acc=0.702]
Iter 5 | Epoch 36:  37%|███▋      | 37/100 [09:01<15:20, 14.62s/it, acc=0.993, lr=0.001, test_acc=0.702]
Iter 5 | Epoch 37:  37%|███▋      | 37/100 [09:01<15:20, 14.62s/it, acc=0.993, lr=0.001, test_acc=0.702]
Iter 5 | Epoch 37:  37%|███▋      | 37/100 [09:15<15:20, 14.62s/it, acc=0.994, lr=0.001, test_acc=0.702]
Iter 5 | Epoch 37:  38%|███▊      | 38/100 [09:15<15:06, 14.61s/it, acc=0.994, lr=0.001, test_acc=0.702]
Iter 5 | Epoch 38:  38%|███▊      | 38/100 [09:15<15:06, 14.61s/it, acc=0.994, lr=0.001, test_acc=0.702]
Iter 5 | Epoch 38:  38%|███▊      | 38/100 [09:30<15:06, 14.61s/it, acc=0.994, lr=0.001, test_acc=0.701]
