wandb: [wandb.login()] Loaded credentials for https://api.wandb.ai from WANDB_API_KEY.
wandb: Currently logged in as: fredella-pang (fredella-pang-university-of-calgary-in-alberta) to https://api.wandb.ai. Use `wandb login --relogin` to force relogin
wandb: WARNING Ignoring project 'continual_CIFAR10_RESNET18' when running a sweep.
wandb: setting up run 89sk39hu
wandb: Tracking run with wandb version 0.27.2
wandb: Run data is saved locally in /scratch/freddyp/wandb_agents/wandb/run-20260708_030509-89sk39hu
wandb: Run `wandb offline` to turn off syncing.
wandb: Syncing run RESNET18_CIFAR10_dst_sparsity_0.9_pruning_ratio_0.9_delta_t_8
wandb: ⭐️ View project at https://wandb.ai/fredella-pang-university-of-calgary-in-alberta/DST%20Continual%20Learning
wandb: 🧹 View sweep at https://wandb.ai/fredella-pang-university-of-calgary-in-alberta/DST%20Continual%20Learning/sweeps/fwmccalv
wandb: 🚀 View run at https://wandb.ai/fredella-pang-university-of-calgary-in-alberta/DST%20Continual%20Learning/runs/89sk39hu
------------------------------
optimizer: adam
lr: 0.001
clip_grad_norm: 0.5
task: CIFAR10
model: RESNET18
benchmark: continual
warm_start_subset_ratio: 10
log_every: 1
seed: 8
batch_size: 256
disable_wandb: False
wandb_project: 
sparsifier: rigl
sparsity: 0.9
num_mask_updates: 10000
t_end_ratio: 0.8
pruning_ratio: 0.9
t_accel_ratio: 0.2
initial_sparsity: 0.0
------------------------------
Using device: cuda
[Sparsifier] rigl | sparsity=0.9 | total_steps=108000 | t_end=86400 

  0%|          | 0/100 [00:00<?, ?it/s]
Iter 8 | Epoch 82:  83%|████████▎ | 83/100 [14:57<03:03, 10.78s/it, acc=1, lr=0.001, test_acc=0.802]
Iter 8 | Epoch 83:  83%|████████▎ | 83/100 [14:57<03:03, 10.78s/it, acc=1, lr=0.001, test_acc=0.802]
Iter 8 | Epoch 83:  83%|████████▎ | 83/100 [15:08<03:03, 10.78s/it, acc=1, lr=0.001, test_acc=0.802]
Iter 8 | Epoch 83:  84%|████████▍ | 84/100 [15:08<02:52, 10.79s/it, acc=1, lr=0.001, test_acc=0.802]
Iter 8 | Epoch 84:  84%|████████▍ | 84/100 [15:08<02:52, 10.79s/it, acc=1, lr=0.001, test_acc=0.802]
Iter 8 | Epoch 84:  84%|████████▍ | 84/100 [15:19<02:52, 10.79s/it, acc=1, lr=0.001, test_acc=0.805]
Iter 8 | Epoch 84:  85%|████████▌ | 85/100 [15:19<02:41, 10.79s/it, acc=1, lr=0.001, test_acc=0.805]
Iter 8 | Epoch 85:  85%|████████▌ | 85/100 [15:19<02:41, 10.79s/it, acc=1, lr=0.001, test_acc=0.805]
Iter 8 | Epoch 85:  85%|████████▌ | 85/100 [15:30<02:41, 10.79s/it, acc=1, lr=0.001, test_acc=0.801]
Iter 8 | Epoch 85:  86%|████████▌ | 86/100 [15:30<02:31, 10.79s/it, acc=1, lr=0.001, test_acc=0.801]
Iter 8 | Epoch 86:  86%|████████▌ | 86/100 [15:30<02:31, 10.79s/it, acc=1, lr=0.001, test_acc=0.801]
Iter 8 | Epoch 86:  86%|████████▌ | 86/100 [15:40<02:31, 10.79s/it, acc=0.999, lr=0.001, test_acc=0.802]
Iter 8 | Epoch 86:  87%|████████▋ | 87/100 [15:40<02:20, 10.79s/it, acc=0.999, lr=0.001, test_acc=0.802]
Iter 8 | Epoch 87:  87%|████████▋ | 87/100 [15:40<02:20, 10.79s/it, acc=0.999, lr=0.001, test_acc=0.802]
Iter 8 | Epoch 87:  87%|████████▋ | 87/100 [15:51<02:20, 10.79s/it, acc=1, lr=0.001, test_acc=0.799]    
Iter 8 | Epoch 87:  88%|████████▊ | 88/100 [15:51<02:09, 10.78s/it, acc=1, lr=0.001, test_acc=0.799]
Iter 8 | Epoch 88:  88%|████████▊ | 88/100 [15:51<02:09, 10.78s/it, acc=1, lr=0.001, test_acc=0.799]n_grow_per_tile == 0 for all tiles, skipping this grower.
n_grow_per_tile == 0 for all tiles, skipping this grower.
n_grow_per_tile == 0 for all tiles, skipping this grower.
n_grow_per_tile == 0 for all tiles, skipping this grower.
n_grow_per_tile == 0 for all tiles, skipping this grower.
n_grow_per_tile == 0 for all tiles, skipping this grower.
n_grow_per_tile == 0 for all tiles, skipping this grower.
n_grow_per_tile == 0 for all tiles, skipping this grower.
n_grow_per_tile == 0 for all tiles, skipping this grower.
n_grow_per_tile == 0 for all tiles, skipping this grower.
n_grow_per_tile == 0 for all tiles, skipping this grower.
n_grow_per_tile == 0 for all tiles, skipping this grower.
n_grow_per_tile == 0 for all tiles, skipping this grower.
n_grow_per_tile == 0 for all tiles, skipping this grower.
n_grow_per_tile == 0 for all tiles, skipping this grower.
n_grow_per_tile == 0 for all tiles, skipping this grower.
n_grow_per_tile == 0 for all tiles, skipping this grower.
n_grow_per_tile == 0 for all tiles, skipping this grower.
n_grow_per_tile == 0 for all tiles, skipping this grower.
n_grow_per_tile == 0 for all tiles, skipping this grower.
n_grow_per_tile == 0 for all tiles, skipping this grower.
n_grow_per_tile == 0 for all tiles, skipping this grower.
n_grow_per_tile == 0 for all tiles, skipping this grower.
n_grow_per_tile == 0 for all tiles, skipping this grower.
n_grow_per_tile == 0 for all tiles, skipping this grower.
n_grow_per_tile == 0 for all tiles, skipping this grower.
n_grow_per_tile == 0 for all tiles, skipping this grower.
n_grow_per_tile == 0 for all tiles, skipping this grower.
n_grow_per_tile == 0 for all tiles, skipping this grower.
n_grow_per_tile == 0 for all tiles, skipping this grower.
n_grow_per_tile == 0 for all tiles, skipping this grower.
n_grow_per_tile == 0 for all tiles, skipping this grower.
n_grow_per_tile == 0 for all tiles, skipping this grower.
n_grow_per_tile == 0 for all tiles, skipping this grower.
n_grow_per_tile == 0 for all tiles, skipping this grower.
n_grow_per_tile == 0 for all tiles, skipping this grower.
n_grow_per_tile == 0 for all tiles, skipping this grower.
n_grow_per_tile == 0 for all tiles, skipping this grower.
n_grow_per_tile == 0 for all tiles, skipping this grower.
n_grow_per_tile == 0 for all tiles, skipping this grower.
n_grow_per_tile == 0 for all tiles, skipping this grower.
n_grow_per_tile == 0 for all tiles, skipping this grower.
n_grow_per_tile == 0 for all tiles, skipping this grower.
n_grow_per_tile == 0 for all tiles, skipping this grower.
n_grow_per_tile == 0 for all tiles, skipping this grower.
n_grow_per_tile == 0 for all tiles, skipping this grower.
n_grow_per_tile == 0 for all tiles, skipping this grower.
n_grow_per_tile == 0 for all tiles, skipping this grower.
n_grow_per_tile == 0 for all tiles, skipping this grower.
n_grow_per_tile == 0 for all tiles, skipping this grower.
n_grow_per_tile == 0 for all tiles, skipping this grower.
n_grow_per_tile == 0 for all tiles, skipping this grower.
n_grow_per_tile == 0 for all tiles, skipping this grower.
n_grow_per_tile == 0 for all tiles, skipping this grower.
n_grow_per_tile == 0 for all tiles, skipping this grower.
n_grow_per_tile == 0 for all tiles, skipping this grower.
n_grow_per_tile == 0 for all tiles, skipping this grower.
n_grow_per_tile == 0 for all tiles, skipping this grower.
n_grow_per_tile == 0 for all tiles, skipping this grower.
n_grow_per_tile == 0 for all tiles, skipping this grower.
n_grow_per_tile == 0 for all tiles, skipping this grower.
n_grow_per_tile == 0 for all tiles, skipping this grower.
n_grow_per_tile == 0 for all tiles, skipping this grower.
n_grow_per_tile == 0 for all tiles, skipping this grower.
n_grow_per_tile == 0 for all tiles, skipping this grower.
n_grow_per_tile == 0 for all tiles, skipping this grower.
n_grow_per_tile == 0 for all tiles, skipping this grower.
n_grow_per_tile == 0 for all tiles, skipping this grower.
n_grow_per_tile == 0 for all tiles, skipping this grower.
n_grow_per_tile == 0 for all tiles, skipping this grower.
n_grow_per_tile == 0 for all tiles, skipping this grower.
n_grow_per_tile == 0 for all tiles, skipping this grower.
n_grow_per_tile == 0 for all tiles, skipping this grower.
n_grow_per_tile == 0 for all tiles, skipping this grower.
n_grow_per_tile == 0 for all tiles, skipping this grower.
n_grow_per_tile == 0 for all tiles, skipping this grower.
n_grow_per_tile == 0 for all tiles, skipping this grower.
n_grow_per_tile == 0 for all tiles, skipping this grower.
n_grow_per_tile == 0 for all tiles, skipping this grower.
n_grow_per_tile == 0 for all tiles, skipping this grower.
n_grow_per_tile == 0 for all tiles, skipping this grower.
n_grow_per_tile == 0 for all tiles, skipping this grower.
n_grow_per_tile == 0 for all tiles, skipping this grower.
n_grow_per_tile == 0 for all tiles, skipping this grower.
n_grow_per_tile == 0 for all tiles, skipping this grower.
n_grow_per_tile == 0 for all tiles, skipping this grower.
n_grow_per_tile == 0 for all tiles, skipping this grower.
n_grow_per_tile == 0 for all tiles, skipping this grower.
n_grow_per_tile == 0 for all tiles, skipping this grower.
n_grow_per_tile == 0 for all tiles, skipping this grower.
n_grow_per_tile == 0 for all tiles, skipping this grower.
n_grow_per_tile == 0 for all tiles, skipping this grower.
n_grow_per_tile == 0 for all tiles, skipping this grower.
n_grow_per_tile == 0 for all tiles, skipping this grower.
n_grow_per_tile == 0 for all tiles, skipping this grower.
n_grow_per_tile == 0 for all tiles, skipping this grower.
n_grow_per_tile == 0 for all tiles, skipping this grower.
n_grow_per_tile == 0 for all tiles, skipping this grower.
n_grow_per_tile == 0 for all tiles, skipping this grower.
n_grow_per_tile == 0 for all tiles, skipping this grower.
n_grow_per_tile == 0 for all tiles, skipping this grower.
n_grow_per_tile == 0 for all tiles, skipping this grower.
n_grow_per_tile == 0 for all tiles, skipping this grower.
n_grow_per_tile == 0 for all tiles, skipping this grower.
n_grow_per_tile == 0 for all tiles, skipping this grower.

Iter 8 | Epoch 88:  88%|████████▊ | 88/100 [16:01<02:09, 10.78s/it, acc=0.999, lr=0.001, test_acc=0.801]
Iter 8 | Epoch 88:  89%|████████▉ | 89/100 [16:01<01:56, 10.63s/it, acc=0.999, lr=0.001, test_acc=0.801]
Iter 8 | Epoch 89:  89%|████████▉ | 89/100 [16:01<01:56, 10.63s/it, acc=0.999, lr=0.001, test_acc=0.801]
Iter 8 | Epoch 89:  89%|████████▉ | 89/100 [16:11<01:56, 10.63s/it, acc=0.999, lr=0.001, test_acc=0.798]
Iter 8 | Epoch 89:  90%|█████████ | 90/100 [16:11<01:42, 10.25s/it, acc=0.999, lr=0.001, test_acc=0.798]
Iter 8 | Epoch 90:  90%|█████████ | 90/100 [16:11<01:42, 10.25s/it, acc=0.999, lr=0.001, test_acc=0.798]
Iter 8 | Epoch 90:  90%|█████████ | 90/100 [16:20<01:42, 10.25s/it, acc=1, lr=0.001, test_acc=0.8]      
Iter 8 | Epoch 90:  91%|█████████ | 91/100 [16:20<01:29,  9.98s/it, acc=1, lr=0.001, test_acc=0.8]
Iter 8 | Epoch 91:  91%|█████████ | 91/100 [16:20<01:29,  9.98s/it, acc=1, lr=0.001, test_acc=0.8]
Iter 8 | Epoch 91:  91%|█████████ | 91/100 [16:29<01:29,  9.98s/it, acc=1, lr=0.001, test_acc=0.796]
Iter 8 | Epoch 91:  92%|█████████▏| 92/100 [16:29<01:18,  9.80s/it, acc=1, lr=0.001, test_acc=0.796]
Iter 8 | Epoch 92:  92%|█████████▏| 92/100 [16:29<01:18,  9.80s/it, acc=1, lr=0.001, test_acc=0.796]
Iter 8 | Epoch 92:  92%|█████████▏| 92/100 [16:39<01:18,  9.80s/it, acc=1, lr=0.001, test_acc=0.802]
Iter 8 | Epoch 92:  93%|█████████▎| 93/100 [16:39<01:07,  9.67s/it, acc=1, lr=0.001, test_acc=0.802]
Iter 8 | Epoch 93:  93%|█████████▎| 93/100 [16:39<01:07,  9.67s/it, acc=1, lr=0.001, test_acc=0.802]
Iter 8 | Epoch 93:  93%|█████████▎| 93/100 [16:48<01:07,  9.67s/it, acc=1, lr=0.001, test_acc=0.8]  
Iter 8 | Epoch 93:  94%|█████████▍| 94/100 [16:48<00:57,  9.58s/it, acc=1, lr=0.001, test_acc=0.8]
Iter 8 | Epoch 94:  94%|█████████▍| 94/100 [16:48<00:57,  9.58s/it, acc=1, lr=0.001, test_acc=0.8]
Iter 8 | Epoch 94:  94%|█████████▍| 94/100 [16:58<00:57,  9.58s/it, acc=1, lr=0.001, test_acc=0.797]
Iter 8 | Epoch 94:  95%|█████████▌| 95/100 [16:58<00:47,  9.52s/it, acc=1, lr=0.001, test_acc=0.797]
Iter 8 | Epoch 95:  95%|█████████▌| 95/100 [16:58<00:47,  9.52s/it, acc=1, lr=0.001, test_acc=0.797]
Iter 8 | Epoch 95:  95%|█████████▌| 95/100 [17:07<00:47,  9.52s/it, acc=0.999, lr=0.001, test_acc=0.801]
Iter 8 | Epoch 95:  96%|█████████▌| 96/100 [17:07<00:37,  9.47s/it, acc=0.999, lr=0.001, test_acc=0.801]
Iter 8 | Epoch 96:  96%|█████████▌| 96/100 [17:07<00:37,  9.47s/it, acc=0.999, lr=0.001, test_acc=0.801]
Iter 8 | Epoch 96:  96%|█████████▌| 96/100 [17:16<00:37,  9.47s/it, acc=0.999, lr=0.001, test_acc=0.802]
Iter 8 | Epoch 96:  97%|█████████▋| 97/100 [17:16<00:28,  9.43s/it, acc=0.999, lr=0.001, test_acc=0.802]
Iter 8 | Epoch 97:  97%|█████████▋| 97/100 [17:16<00:28,  9.43s/it, acc=0.999, lr=0.001, test_acc=0.802]
Iter 8 | Epoch 97:  97%|█████████▋| 97/100 [17:26<00:28,  9.43s/it, acc=1, lr=0.001, test_acc=0.801]    
Iter 8 | Epoch 97:  98%|█████████▊| 98/100 [17:26<00:18,  9.41s/it, acc=1, lr=0.001, test_acc=0.801]
Iter 8 | Epoch 98:  98%|█████████▊| 98/100 [17:26<00:18,  9.41s/it, acc=1, lr=0.001, test_acc=0.801]
Iter 8 | Epoch 98:  98%|█████████▊| 98/100 [17:35<00:18,  9.41s/it, acc=0.999, lr=0.001, test_acc=0.797]
Iter 8 | Epoch 98:  99%|█████████▉| 99/100 [17:35<00:09,  9.39s/it, acc=0.999, lr=0.001, test_acc=0.797]
Iter 8 | Epoch 99:  99%|█████████▉| 99/100 [17:35<00:09,  9.39s/it, acc=0.999, lr=0.001, test_acc=0.797]
Iter 8 | Epoch 99:  99%|█████████▉| 99/100 [17:44<00:09,  9.39s/it, acc=0.999, lr=0.001, test_acc=0.799]
Iter 8 | Epoch 99: 100%|██████████| 100/100 [17:44<00:00,  9.39s/it, acc=0.999, lr=0.001, test_acc=0.799]
Iter 8 | Epoch 99: 100%|██████████| 100/100 [17:44<00:00, 10.65s/it, acc=0.999, lr=0.001, test_acc=0.799]

  0%|          | 0/100 [00:00<?, ?it/s]
Iter 9 | Epoch 0:   0%|          | 0/100 [00:00<?, ?it/s]
Iter 9 | Epoch 0:   0%|          | 0/100 [00:10<?, ?it/s, acc=0.979, lr=0.0001, test_acc=0.8]
Iter 9 | Epoch 0:   1%|          | 1/100 [00:10<16:56, 10.26s/it, acc=0.979, lr=0.0001, test_acc=0.8]
Iter 9 | Epoch 1:   1%|          | 1/100 [00:10<16:56, 10.26s/it, acc=0.979, lr=0.0001, test_acc=0.8]
Iter 9 | Epoch 1:   1%|          | 1/100 [00:20<16:56, 10.26s/it, acc=0.98, lr=0.0002, test_acc=0.799]
Iter 9 | Epoch 1:   2%|▏         | 2/100 [00:20<16:45, 10.26s/it, acc=0.98, lr=0.0002, test_acc=0.799]
Iter 9 | Epoch 2:   2%|▏         | 2/100 [00:20<16:45, 10.26s/it, acc=0.98, lr=0.0002, test_acc=0.799]
Iter 9 | Epoch 2:   2%|▏         | 2/100 [00:30<16:45, 10.26s/it, acc=0.983, lr=0.0003, test_acc=0.8] 
Iter 9 | Epoch 2:   3%|▎         | 3/100 [00:30<16:34, 10.25s/it, acc=0.983, lr=0.0003, test_acc=0.8]
Iter 9 | Epoch 3:   3%|▎         | 3/100 [00:30<16:34, 10.25s/it, acc=0.983, lr=0.0003, test_acc=0.8]
Iter 9 | Epoch 3:   3%|▎         | 3/100 [00:40<16:34, 10.25s/it, acc=0.985, lr=0.0004, test_acc=0.799]
Iter 9 | Epoch 3:   4%|▍         | 4/100 [00:40<16:23, 10.25s/it, acc=0.985, lr=0.0004, test_acc=0.799]
Iter 9 | Epoch 4:   4%|▍         | 4/100 [00:40<16:23, 10.25s/it, acc=0.985, lr=0.0004, test_acc=0.799]
Iter 9 | Epoch 4:   4%|▍         | 4/100 [00:51<16:23, 10.25s/it, acc=0.988, lr=0.0005, test_acc=0.801]
Iter 9 | Epoch 4:   5%|▌         | 5/100 [00:51<16:12, 10.24s/it, acc=0.988, lr=0.0005, test_acc=0.801]
Iter 9 | Epoch 5:   5%|▌         | 5/100 [00:51<16:12, 10.24s/it, acc=0.988, lr=0.0005, test_acc=0.801]
Iter 9 | Epoch 5:   5%|▌         | 5/100 [01:01<16:12, 10.24s/it, acc=0.99, lr=0.0006, test_acc=0.798] 
Iter 9 | Epoch 5:   6%|▌         | 6/100 [01:01<16:02, 10.24s/it, acc=0.99, lr=0.0006, test_acc=0.798]
Iter 9 | Epoch 6:   6%|▌         | 6/100 [01:01<16:02, 10.24s/it, acc=0.99, lr=0.0006, test_acc=0.798]
Iter 9 | Epoch 6:   6%|▌         | 6/100 [01:11<16:02, 10.24s/it, acc=0.992, lr=0.0007, test_acc=0.799]
Iter 9 | Epoch 6:   7%|▋         | 7/100 [01:11<15:52, 10.24s/it, acc=0.992, lr=0.0007, test_acc=0.799]
Iter 9 | Epoch 7:   7%|▋         | 7/100 [01:11<15:52, 10.24s/it, acc=0.992, lr=0.0007, test_acc=0.799]
Iter 9 | Epoch 7:   7%|▋         | 7/100 [01:21<15:52, 10.24s/it, acc=0.994, lr=0.0008, test_acc=0.799]
Iter 9 | Epoch 7:   8%|▊         | 8/100 [01:21<15:42, 10.25s/it, acc=0.994, lr=0.0008, test_acc=0.799]
Iter 9 | Epoch 8:   8%|▊         | 8/100 [01:21<15:42, 10.25s/it, acc=0.994, lr=0.0008, test_acc=0.799]
Iter 9 | Epoch 8:   8%|▊         | 8/100 [01:32<15:42, 10.25s/it, acc=0.996, lr=0.0009, test_acc=0.798]
Iter 9 | Epoch 8:   9%|▉         | 9/100 [01:32<15:32, 10.25s/it, acc=0.996, lr=0.0009, test_acc=0.798]
Iter 9 | Epoch 9:   9%|▉         | 9/100 [01:32<15:32, 10.25s/it, acc=0.996, lr=0.0009, test_acc=0.798]
Iter 9 | Epoch 9:   9%|▉         | 9/100 [01:42<15:32, 10.25s/it, acc=0.997, lr=0.001, test_acc=0.801] 
Iter 9 | Epoch 9:  10%|█         | 10/100 [01:42<15:22, 10.25s/it, acc=0.997, lr=0.001, test_acc=0.801]
Iter 9 | Epoch 10:  10%|█         | 10/100 [01:42<15:22, 10.25s/it, acc=0.997, lr=0.001, test_acc=0.801]
Iter 9 | Epoch 10:  10%|█         | 10/100 [01:52<15:22, 10.25s/it, acc=0.998, lr=0.001, test_acc=0.803]
Iter 9 | Epoch 10:  11%|█         | 11/100 [01:52<15:11, 10.25s/it, acc=0.998, lr=0.001, test_acc=0.803]
Iter 9 | Epoch 11:  11%|█         | 11/100 [01:52<15:11, 10.25s/it, acc=0.998, lr=0.001, test_acc=0.803]
Iter 9 | Epoch 11:  11%|█         | 11/100 [02:02<15:11, 10.25s/it, acc=0.999, lr=0.001, test_acc=0.799]
Iter 9 | Epoch 11:  12%|█▏        | 12/100 [02:02<15:01, 10.24s/it, acc=0.999, lr=0.001, test_acc=0.799]
Iter 9 | Epoch 12:  12%|█▏        | 12/100 [02:02<15:01, 10.24s/it, acc=0.999, lr=0.001, test_acc=0.799]
Iter 9 | Epoch 12:  12%|█▏        | 12/100 [02:13<15:01, 10.24s/it, acc=0.999, lr=0.001, test_acc=0.8]  
Iter 9 | Epoch 12:  13%|█▎        | 13/100 [02:13<14:50, 10.24s/it, acc=0.999, lr=0.001, test_acc=0.8]
Iter 9 | Epoch 13:  13%|█▎        | 13/100 [02:13<14:50, 10.24s/it, acc=0.999, lr=0.001, test_acc=0.8]
Iter 9 | Epoch 13:  13%|█▎        | 13/100 [02:23<14:50, 10.24s/it, acc=0.999, lr=0.001, test_acc=0.798]
Iter 9 | Epoch 13:  14%|█▍        | 14/100 [02:23<14:40, 10.24s/it, acc=0.999, lr=0.001, test_acc=0.798]
Iter 9 | Epoch 14:  14%|█▍        | 14/100 [02:23<14:40, 10.24s/it, acc=0.999, lr=0.001, test_acc=0.798]
Iter 9 | Epoch 14:  14%|█▍        | 14/100 [02:33<14:40, 10.24s/it, acc=0.999, lr=0.001, test_acc=0.802]
Iter 9 | Epoch 14:  15%|█▌        | 15/100 [02:33<14:30, 10.24s/it, acc=0.999, lr=0.001, test_acc=0.802]
Iter 9 | Epoch 15:  15%|█▌        | 15/100 [02:33<14:30, 10.24s/it, acc=0.999, lr=0.001, test_acc=0.802]
Iter 9 | Epoch 15:  15%|█▌        | 15/100 [02:43<14:30, 10.24s/it, acc=0.999, lr=0.001, test_acc=0.795]
Iter 9 | Epoch 15:  16%|█▌        | 16/100 [02:43<14:20, 10.25s/it, acc=0.999, lr=0.001, test_acc=0.795]
Iter 9 | Epoch 16:  16%|█▌        | 16/100 [02:43<14:20, 10.25s/it, acc=0.999, lr=0.001, test_acc=0.795]
Iter 9 | Epoch 16:  16%|█▌        | 16/100 [02:54<14:20, 10.25s/it, acc=0.999, lr=0.001, test_acc=0.799]
Iter 9 | Epoch 16:  17%|█▋        | 17/100 [02:54<14:10, 10.25s/it, acc=0.999, lr=0.001, test_acc=0.799]
Iter 9 | Epoch 17:  17%|█▋        | 17/100 [02:54<14:10, 10.25s/it, acc=0.999, lr=0.001, test_acc=0.799]
Iter 9 | Epoch 17:  17%|█▋        | 17/100 [03:04<14:10, 10.25s/it, acc=0.999, lr=0.001, test_acc=0.798]
Iter 9 | Epoch 17:  18%|█▊        | 18/100 [03:04<14:00, 10.25s/it, acc=0.999, lr=0.001, test_acc=0.798]
Iter 9 | Epoch 18:  18%|█▊        | 18/100 [03:04<14:00, 10.25s/it, acc=0.999, lr=0.001, test_acc=0.798]
Iter 9 | Epoch 18:  18%|█▊        | 18/100 [03:14<14:00, 10.25s/it, acc=0.999, lr=0.001, test_acc=0.798]
Iter 9 | Epoch 18:  19%|█▉        | 19/100 [03:14<13:49, 10.25s/it, acc=0.999, lr=0.001, test_acc=0.798]
Iter 9 | Epoch 19:  19%|█▉        | 19/100 [03:14<13:49, 10.25s/it, acc=0.999, lr=0.001, test_acc=0.798]
Iter 9 | Epoch 19:  19%|█▉        | 19/100 [03:24<13:49, 10.25s/it, acc=0.999, lr=0.001, test_acc=0.8]  
Iter 9 | Epoch 19:  20%|██        | 20/100 [03:24<13:39, 10.24s/it, acc=0.999, lr=0.001, test_acc=0.8]
Iter 9 | Epoch 20:  20%|██        | 20/100 [03:24<13:39, 10.24s/it, acc=0.999, lr=0.001, test_acc=0.8]
Iter 9 | Epoch 20:  20%|██        | 20/100 [03:35<13:39, 10.24s/it, acc=0.999, lr=0.001, test_acc=0.802]
Iter 9 | Epoch 20:  21%|██        | 21/100 [03:35<13:29, 10.24s/it, acc=0.999, lr=0.001, test_acc=0.802]
Iter 9 | Epoch 21:  21%|██        | 21/100 [03:35<13:29, 10.24s/it, acc=0.999, lr=0.001, test_acc=0.802]
Iter 9 | Epoch 21:  21%|██        | 21/100 [03:45<13:29, 10.24s/it, acc=0.999, lr=0.001, test_acc=0.798]
Iter 9 | Epoch 21:  22%|██▏       | 22/100 [03:45<13:18, 10.24s/it, acc=0.999, lr=0.001, test_acc=0.798]
Iter 9 | Epoch 22:  22%|██▏       | 22/100 [03:45<13:18, 10.24s/it, acc=0.999, lr=0.001, test_acc=0.798]
Iter 9 | Epoch 22:  22%|██▏       | 22/100 [03:55<13:18, 10.24s/it, acc=0.999, lr=0.001, test_acc=0.804]
Iter 9 | Epoch 22:  23%|██▎       | 23/100 [03:55<13:08, 10.24s/it, acc=0.999, lr=0.001, test_acc=0.804]
Iter 9 | Epoch 23:  23%|██▎       | 23/100 [03:55<13:08, 10.24s/it, acc=0.999, lr=0.001, test_acc=0.804]
Iter 9 | Epoch 23:  23%|██▎       | 23/100 [04:05<13:08, 10.24s/it, acc=0.999, lr=0.001, test_acc=0.799]
Iter 9 | Epoch 23:  24%|██▍       | 24/100 [04:05<12:58, 10.25s/it, acc=0.999, lr=0.001, test_acc=0.799]
Iter 9 | Epoch 24:  24%|██▍       | 24/100 [04:05<12:58, 10.25s/it, acc=0.999, lr=0.001, test_acc=0.799]
Iter 9 | Epoch 24:  24%|██▍       | 24/100 [04:16<12:58, 10.25s/it, acc=0.999, lr=0.001, test_acc=0.801]
Iter 9 | Epoch 24:  25%|██▌       | 25/100 [04:16<12:48, 10.25s/it, acc=0.999, lr=0.001, test_acc=0.801]
Iter 9 | Epoch 25:  25%|██▌       | 25/100 [04:16<12:48, 10.25s/it, acc=0.999, lr=0.001, test_acc=0.801]
Iter 9 | Epoch 25:  25%|██▌       | 25/100 [04:26<12:48, 10.25s/it, acc=0.999, lr=0.001, test_acc=0.799]
Iter 9 | Epoch 25:  26%|██▌       | 26/100 [04:26<12:38, 10.25s/it, acc=0.999, lr=0.001, test_acc=0.799]
Iter 9 | Epoch 26:  26%|██▌       | 26/100 [04:26<12:38, 10.25s/it, acc=0.999, lr=0.001, test_acc=0.799]
Iter 9 | Epoch 26:  26%|██▌       | 26/100 [04:36<12:38, 10.25s/it, acc=0.999, lr=0.001, test_acc=0.801]
Iter 9 | Epoch 26:  27%|██▋       | 27/100 [04:36<12:28, 10.25s/it, acc=0.999, lr=0.001, test_acc=0.801]
Iter 9 | Epoch 27:  27%|██▋       | 27/100 [04:36<12:28, 10.25s/it, acc=0.999, lr=0.001, test_acc=0.801]
Iter 9 | Epoch 27:  27%|██▋       | 27/100 [04:46<12:28, 10.25s/it, acc=0.999, lr=0.001, test_acc=0.801]
Iter 9 | Epoch 27:  28%|██▊       | 28/100 [04:46<12:17, 10.25s/it, acc=0.999, lr=0.001, test_acc=0.801]
Iter 9 | Epoch 28:  28%|██▊       | 28/100 [04:46<12:17, 10.25s/it, acc=0.999, lr=0.001, test_acc=0.801]
Iter 9 | Epoch 28:  28%|██▊       | 28/100 [04:57<12:17, 10.25s/it, acc=0.999, lr=0.001, test_acc=0.8]  
Iter 9 | Epoch 28:  29%|██▉       | 29/100 [04:57<12:07, 10.24s/it, acc=0.999, lr=0.001, test_acc=0.8]
Iter 9 | Epoch 29:  29%|██▉       | 29/100 [04:57<12:07, 10.24s/it, acc=0.999, lr=0.001, test_acc=0.8]
Iter 9 | Epoch 29:  29%|██▉       | 29/100 [05:07<12:07, 10.24s/it, acc=0.999, lr=0.001, test_acc=0.806]
Iter 9 | Epoch 29:  30%|███       | 30/100 [05:07<11:57, 10.24s/it, acc=0.999, lr=0.001, test_acc=0.806]
Iter 9 | Epoch 30:  30%|███       | 30/100 [05:07<11:57, 10.24s/it, acc=0.999, lr=0.001, test_acc=0.806]
Iter 9 | Epoch 30:  30%|███       | 30/100 [05:17<11:57, 10.24s/it, acc=1, lr=0.001, test_acc=0.805]    
Iter 9 | Epoch 30:  31%|███       | 31/100 [05:17<11:46, 10.24s/it, acc=1, lr=0.001, test_acc=0.805]
Iter 9 | Epoch 31:  31%|███       | 31/100 [05:17<11:46, 10.24s/it, acc=1, lr=0.001, test_acc=0.805]
Iter 9 | Epoch 31:  31%|███       | 31/100 [05:27<11:46, 10.24s/it, acc=1, lr=0.001, test_acc=0.805]
Iter 9 | Epoch 31:  32%|███▏      | 32/100 [05:27<11:36, 10.25s/it, acc=1, lr=0.001, test_acc=0.805]
Iter 9 | Epoch 32:  32%|███▏      | 32/100 [05:27<11:36, 10.25s/it, acc=1, lr=0.001, test_acc=0.805]
